DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2020,11.87833,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2020,29.66885,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2020,21.63798,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2022,34.953394,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2022,33.192866,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2022,34.070348,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2022,24.939256,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2022,25.207866,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2022,25.04891,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2022,36.536789,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2022,40.185359,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2022,38.196439,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2022,24.517603,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2022,30.580722,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2022,27.139825,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2022,31.073248,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2022,27.974908,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2022,29.527226,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2022,45.514241,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2022,36.999048,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2022,41.387849,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2018,69,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2018,55.599998,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2018,62.400002,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2018,38.799999,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2018,22.4,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2018,30.5,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2018,57.911049,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2018,41.0797,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2018,49.374489,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2018,26.467779,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2018,18.206461,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2018,22.25979,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2018,5.5,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2018,7.8000002,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2018,6.5999999,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2018,18,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2018,30.299999,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2018,24.200001,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2017,96.298447,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2017,97.957809,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2017,97.159416,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2017,73.622787,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2017,87.399429,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2017,80.459358,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2017,93.454407,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2017,95.354698,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2017,94.18676,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2017,62.71093,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2017,80.348846,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2017,69.537643,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2017,4.437202,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2017,1.262718,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2017,2.790098,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2017,37.288059,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2017,17.9911,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2017,27.712061,,PCNT: %,,,,,,,,DHS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2019,89.912193,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2019,83.501762,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2019,86.723267,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2019,76.608147,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2019,62.33952,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2019,69.589973,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2019,91.866524,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2019,81.120529,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2019,86.207672,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2019,71.667732,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2019,59.423611,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2019,65.228394,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2019,1.605356,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2019,5.1435418,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2019,3.365458,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2019,11.18975,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2019,25.13554,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2019,18.049141,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2016,60.442032,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2016,47.927818,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2016,54.163811,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2016,43.59766,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2016,32.377861,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2016,37.700562,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2016,69.677132,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2016,62.577942,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2016,66.03978,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2016,54.656509,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2016,49.078838,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2016,51.95586,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2016,7.8183241,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2016,9.5540771,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2016,8.6968431,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2016,14.41688,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2016,18.69735,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2016,16.636431,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2017,50.47007,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2017,55.619999,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2017,53.065281,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2017,20.37907,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2017,26.690359,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2017,23.749411,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2017,39.109959,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
